MaritalStatus,Gender,YearlyIncome,TotalChildren,FirstPurchaseYear,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Age,Country,Buyer
S,F,70000.0,3,2013,0,Graduate Degree,Management,1,2,5-10 Miles,54,US,0
S,F,70000.0,3,2013,0,Graduate Degree,Management,0,2,1-2 Miles,59,US,0
S,F,70000.0,3,2013,0,Graduate Degree,Management,1,2,5-10 Miles,59,US,0
S,M,70000.0,3,2013,0,Graduate Degree,Management,1,2,5-10 Miles,59,US,0
S,F,70000.0,3,2013,0,Graduate Degree,Management,0,2,1-2 Miles,48,US,0
S,F,70000.0,3,2013,0,Graduate Degree,Management,0,2,1-2 Miles,59,US,0
M,M,60000.0,3,2013,0,Graduate Degree,Management,1,2,5-10 Miles,59,CA,1
S,F,40000.0,3,2011,0,Partial College,Professional,0,2,5-10 Miles,54,US,1
S,F,40000.0,3,2013,0,Partial College,Professional,0,2,1-2 Miles,60,US,0
M,F,70000.0,4,2011,0,Graduate Degree,Management,0,2,1-2 Miles,70,US,1
M,F,80000.0,4,2013,0,Graduate Degree,Management,1,2,5-10 Miles,75,US,0
M,M,90000.0,5,2013,0,Bachelors,Management,1,2,5-10 Miles,74,US,0
M,F,90000.0,5,2013,0,Bachelors,Management,1,2,5-10 Miles,74,US,0
S,M,120000.0,2,2011,4,Graduate Degree,Management,1,3,5-10 Miles,74,US,1
M,M,90000.0,5,2011,0,Bachelors,Management,1,2,1-2 Miles,73,US,1
S,M,90000.0,5,2011,0,Bachelors,Management,1,2,5-10 Miles,73,US,1
M,M,130000.0,2,2011,3,Bachelors,Management,1,4,0-1 Miles,73,US,1
M,M,90000.0,5,2011,0,Bachelors,Management,1,2,5-10 Miles,72,US,1
M,M,90000.0,5,2013,0,Bachelors,Management,1,2,5-10 Miles,73,CA,1
S,M,90000.0,5,2011,0,Bachelors,Management,1,2,5-10 Miles,72,US,1
M,M,110000.0,2,2013,4,Graduate Degree,Management,1,1,2-5 Miles,72,CA,0
M,F,90000.0,4,2013,4,Partial College,Skilled Manual,1,2,1-2 Miles,44,CA,0
S,F,10000.0,1,2011,0,Graduate Degree,Manual,1,0,0-1 Miles,50,DE,1
M,F,20000.0,1,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,50,GB,1
M,F,10000.0,1,2011,0,Bachelors,Manual,1,0,0-1 Miles,51,GB,1
M,F,10000.0,1,2011,0,Bachelors,Manual,1,0,0-1 Miles,40,DE,1
M,M,20000.0,1,2012,0,Graduate Degree,Clerical,1,0,0-1 Miles,45,FR,1
M,M,10000.0,1,2011,0,Bachelors,Manual,1,0,0-1 Miles,51,GB,1
M,M,20000.0,1,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,46,DE,1
S,M,20000.0,1,2012,0,Graduate Degree,Clerical,1,0,0-1 Miles,51,FR,1
M,F,10000.0,1,2012,0,Graduate Degree,Clerical,1,0,0-1 Miles,71,FR,1
M,M,20000.0,1,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,76,GB,1
M,M,30000.0,5,2013,0,Graduate Degree,Clerical,1,0,0-1 Miles,45,FR,0
M,M,10000.0,1,2011,0,Bachelors,Manual,1,0,0-1 Miles,43,GB,1
M,F,10000.0,1,2011,0,Partial College,Manual,1,0,0-1 Miles,55,GB,1
S,F,10000.0,1,2012,0,Partial College,Manual,1,0,0-1 Miles,55,FR,1
S,F,10000.0,2,2012,0,Partial College,Manual,1,1,0-1 Miles,52,FR,1
M,M,10000.0,2,2013,0,Partial College,Manual,1,1,0-1 Miles,46,DE,0
M,M,10000.0,2,2013,0,Partial College,Manual,1,1,0-1 Miles,57,DE,0
M,F,10000.0,2,2014,0,Partial College,Manual,1,1,2-5 Miles,52,DE,0
M,F,30000.0,1,2013,0,Graduate Degree,Clerical,1,0,0-1 Miles,76,GB,0
S,F,20000.0,1,2011,0,Bachelors,Clerical,1,0,0-1 Miles,68,GB,1
M,M,10000.0,2,2013,0,Partial College,Manual,1,1,0-1 Miles,72,FR,0
S,F,30000.0,1,2011,0,Bachelors,Clerical,1,0,0-1 Miles,71,GB,1
M,F,20000.0,1,2013,0,Partial College,Manual,1,0,0-1 Miles,70,DE,0
M,M,40000.0,1,2013,0,Graduate Degree,Clerical,1,0,0-1 Miles,70,GB,0
S,M,10000.0,0,2011,0,Partial College,Manual,0,1,2-5 Miles,32,AU,1
S,M,10000.0,0,2011,0,Partial College,Manual,0,1,2-5 Miles,33,AU,1
S,F,10000.0,0,2011,0,Partial College,Manual,0,1,0-1 Miles,34,AU,1
S,M,10000.0,0,2011,0,Partial College,Manual,0,1,0-1 Miles,34,AU,1
S,M,10000.0,0,2011,0,Partial College,Manual,1,1,2-5 Miles,34,AU,1
M,F,10000.0,0,2013,0,High School,Manual,1,2,0-1 Miles,35,AU,0
M,M,10000.0,0,2013,0,High School,Manual,0,2,0-1 Miles,35,AU,0
S,M,10000.0,0,2011,0,High School,Manual,0,2,0-1 Miles,35,AU,1
S,F,10000.0,1,2011,1,High School,Manual,0,0,2-5 Miles,33,AU,1
S,F,10000.0,1,2011,1,High School,Manual,0,0,1-2 Miles,33,AU,1
M,F,20000.0,0,2013,0,Bachelors,Clerical,1,0,0-1 Miles,33,AU,0
M,M,20000.0,0,2013,0,Bachelors,Clerical,1,0,0-1 Miles,34,AU,0
S,M,10000.0,1,2011,1,High School,Manual,0,0,1-2 Miles,34,AU,1
M,F,20000.0,0,2013,0,Bachelors,Clerical,0,0,0-1 Miles,34,AU,0
M,F,20000.0,0,2013,0,Bachelors,Clerical,1,0,0-1 Miles,34,AU,0
M,F,20000.0,0,2013,0,Bachelors,Clerical,1,0,0-1 Miles,34,AU,0
S,F,20000.0,0,2011,0,Bachelors,Clerical,1,0,0-1 Miles,34,AU,1
M,F,30000.0,1,2013,0,Bachelors,Clerical,1,0,0-1 Miles,63,DE,0
S,M,30000.0,1,2013,0,Bachelors,Clerical,1,0,0-1 Miles,69,DE,0
M,M,30000.0,1,2013,0,Bachelors,Clerical,1,0,0-1 Miles,69,GB,0
S,M,40000.0,1,2013,0,Graduate Degree,Clerical,1,0,0-1 Miles,69,GB,0
M,M,30000.0,4,2013,0,Graduate Degree,Clerical,1,0,0-1 Miles,51,DE,0
S,F,10000.0,1,2012,1,High School,Manual,0,1,2-5 Miles,52,FR,1
M,M,10000.0,1,2012,1,High School,Manual,1,1,2-5 Miles,42,FR,1
S,M,20000.0,2,2011,0,Partial College,Manual,1,1,1-2 Miles,53,DE,1
M,F,20000.0,2,2011,0,Partial College,Manual,1,1,2-5 Miles,48,GB,1
M,M,20000.0,2,2012,0,Partial College,Manual,1,1,2-5 Miles,44,FR,1
M,F,30000.0,3,2014,0,Graduate Degree,Clerical,1,0,0-1 Miles,52,FR,0
M,F,30000.0,3,2013,0,Bachelors,Clerical,1,0,0-1 Miles,46,FR,0
S,M,30000.0,3,2013,0,Bachelors,Clerical,1,0,0-1 Miles,47,GB,0
M,F,30000.0,3,2013,0,Bachelors,Clerical,1,0,0-1 Miles,46,DE,0
S,F,40000.0,3,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,53,GB,1
M,M,40000.0,3,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,53,GB,1
S,M,10000.0,1,2013,1,High School,Manual,0,1,2-5 Miles,37,DE,0
S,F,10000.0,1,2013,1,High School,Manual,0,1,2-5 Miles,42,FR,0
S,F,10000.0,2,2013,2,High School,Manual,1,0,0-1 Miles,42,DE,0
S,M,10000.0,2,2013,2,High School,Manual,1,0,0-1 Miles,37,DE,0
S,M,10000.0,2,2013,2,High School,Manual,1,0,0-1 Miles,44,FR,0
S,M,10000.0,2,2011,2,High School,Manual,1,0,0-1 Miles,43,GB,1
S,F,30000.0,0,2011,0,Bachelors,Clerical,1,0,0-1 Miles,42,DE,1
M,M,10000.0,2,2013,2,High School,Manual,0,1,0-1 Miles,43,DE,0
S,F,20000.0,0,2013,0,Partial College,Manual,0,1,0-1 Miles,43,FR,0
S,M,30000.0,0,2011,0,Bachelors,Clerical,1,0,0-1 Miles,43,GB,1
S,F,30000.0,1,2013,0,Bachelors,Clerical,1,0,0-1 Miles,43,FR,0
S,M,40000.0,0,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,38,GB,1
M,F,40000.0,0,2012,0,Graduate Degree,Clerical,1,0,0-1 Miles,43,FR,1
M,F,40000.0,0,2012,0,Graduate Degree,Clerical,1,0,0-1 Miles,43,FR,1
S,F,40000.0,0,2012,0,Graduate Degree,Clerical,1,0,0-1 Miles,38,FR,1
S,F,10000.0,3,2013,0,Partial College,Manual,0,2,0-1 Miles,61,DE,0
S,F,10000.0,3,2013,0,Partial College,Manual,0,2,0-1 Miles,61,DE,0
M,F,20000.0,2,2012,0,Partial College,Manual,1,1,2-5 Miles,60,FR,1
M,M,20000.0,2,2013,0,Partial College,Manual,1,1,0-1 Miles,60,DE,0
M,M,10000.0,2,2013,1,High School,Manual,0,2,0-1 Miles,54,GB,0
S,F,10000.0,2,2012,2,High School,Manual,1,1,0-1 Miles,39,FR,1
M,M,20000.0,1,2012,1,Partial College,Manual,1,0,2-5 Miles,44,FR,1
M,M,80000.0,3,2013,2,Partial College,Professional,0,1,2-5 Miles,59,DE,0
S,F,80000.0,4,2011,2,Partial College,Professional,1,1,10+ Miles,58,DE,1
M,F,80000.0,4,2011,2,Partial College,Professional,0,1,2-5 Miles,58,GB,1
S,M,80000.0,4,2011,2,Partial College,Professional,1,1,10+ Miles,58,GB,1
S,M,90000.0,5,2013,0,Partial College,Professional,0,2,10+ Miles,68,DE,0
M,F,60000.0,3,2012,1,Partial High School,Skilled Manual,1,4,2-5 Miles,67,FR,1
M,F,70000.0,5,2012,1,High School,Professional,1,2,10+ Miles,67,FR,1
S,M,90000.0,5,2013,0,Partial College,Professional,0,2,10+ Miles,68,DE,0
M,M,150000.0,3,2013,4,Graduate Degree,Management,1,4,0-1 Miles,68,GB,0
M,M,100000.0,2,2012,3,Bachelors,Management,1,4,10+ Miles,66,FR,1
M,F,110000.0,3,2011,4,Bachelors,Management,1,4,5-10 Miles,66,DE,1
M,M,170000.0,4,2011,4,Bachelors,Management,1,3,5-10 Miles,66,GB,1
M,F,80000.0,4,2011,2,Partial College,Professional,0,1,2-5 Miles,58,DE,1
M,F,80000.0,4,2013,2,Partial College,Professional,1,2,10+ Miles,53,DE,0
M,F,90000.0,4,2012,2,High School,Professional,1,2,10+ Miles,53,FR,1
M,M,110000.0,3,2013,4,Bachelors,Management,1,4,10+ Miles,59,DE,0
M,F,110000.0,2,2011,5,Partial College,Professional,1,2,10+ Miles,59,DE,1
S,F,120000.0,2,2011,5,Bachelors,Management,1,2,10+ Miles,59,DE,1
M,M,80000.0,4,2012,1,Partial College,Professional,1,2,10+ Miles,60,FR,1
M,F,90000.0,4,2013,1,High School,Professional,1,2,10+ Miles,60,DE,0
M,M,110000.0,4,2011,5,Partial College,Professional,1,2,10+ Miles,43,DE,1
M,F,80000.0,4,2012,2,High School,Professional,1,2,10+ Miles,61,FR,1
M,M,80000.0,5,2012,2,High School,Professional,0,2,2-5 Miles,61,FR,1
M,M,170000.0,5,2013,5,Partial College,Professional,1,4,0-1 Miles,56,GB,0
S,F,100000.0,3,2014,4,Partial College,Management,1,4,10+ Miles,62,DE,0
M,F,160000.0,3,2013,5,Partial College,Management,0,4,10+ Miles,62,GB,0
M,M,90000.0,4,2013,1,High School,Management,1,3,10+ Miles,63,FR,0
M,F,130000.0,4,2013,5,High School,Management,1,4,0-1 Miles,63,DE,0
M,F,90000.0,4,2012,1,High School,Management,0,3,5-10 Miles,64,FR,1
M,M,80000.0,5,2013,0,Partial High School,Skilled Manual,0,2,5-10 Miles,65,FR,0
M,F,90000.0,5,2014,0,Partial High School,Skilled Manual,0,2,5-10 Miles,65,FR,0
M,M,90000.0,5,2013,0,Partial High School,Skilled Manual,1,2,10+ Miles,65,FR,0
S,F,60000.0,0,2011,0,Bachelors,Professional,0,4,2-5 Miles,36,AU,1
M,F,70000.0,0,2011,0,Bachelors,Professional,1,3,10+ Miles,36,AU,1
S,F,70000.0,0,2011,0,Bachelors,Professional,0,3,10+ Miles,38,AU,1
S,F,70000.0,0,2011,0,Bachelors,Professional,0,3,10+ Miles,38,AU,1
M,F,70000.0,0,2011,0,Bachelors,Professional,1,4,10+ Miles,38,AU,1
S,M,80000.0,0,2011,0,Bachelors,Professional,1,3,10+ Miles,37,AU,1
M,M,80000.0,0,2011,0,Bachelors,Professional,1,3,10+ Miles,38,AU,1
S,M,130000.0,4,2011,5,High School,Management,1,4,0-1 Miles,37,AU,1
S,M,70000.0,0,2011,0,Bachelors,Professional,0,4,10+ Miles,38,AU,1
S,F,80000.0,0,2011,0,Bachelors,Professional,0,3,10+ Miles,39,AU,1
S,M,80000.0,0,2011,0,Bachelors,Professional,0,3,10+ Miles,34,AU,1
S,F,80000.0,0,2011,0,Bachelors,Professional,0,3,10+ Miles,38,AU,1
M,M,100000.0,0,2011,5,High School,Management,1,2,10+ Miles,38,AU,1
M,M,120000.0,5,2011,5,Partial High School,Professional,1,4,10+ Miles,38,AU,1
M,F,90000.0,0,2011,0,Bachelors,Professional,1,3,10+ Miles,39,AU,1
M,F,100000.0,0,2013,5,High School,Management,1,2,10+ Miles,39,AU,0
S,F,80000.0,0,2011,0,Bachelors,Professional,0,3,10+ Miles,40,AU,1
S,M,90000.0,0,2011,0,Bachelors,Professional,0,3,10+ Miles,34,AU,1
S,M,90000.0,0,2011,0,Bachelors,Professional,0,3,10+ Miles,40,AU,1
M,F,110000.0,0,2011,5,High School,Management,1,4,10+ Miles,41,AU,1
M,F,110000.0,0,2013,5,High School,Management,0,4,10+ Miles,40,AU,0
M,M,90000.0,0,2011,0,Bachelors,Professional,1,4,10+ Miles,41,AU,1
M,M,90000.0,0,2011,0,Bachelors,Professional,0,4,10+ Miles,42,AU,1
M,M,150000.0,0,2013,5,Partial High School,Management,1,4,10+ Miles,41,AU,0
M,M,170000.0,1,2013,5,Graduate Degree,Management,1,4,0-1 Miles,43,AU,0
M,F,40000.0,1,2011,1,Bachelors,Skilled Manual,1,0,1-2 Miles,37,GB,1
S,M,10000.0,0,2013,0,Partial High School,Manual,0,2,1-2 Miles,39,GB,0
S,M,20000.0,0,2012,0,Partial High School,Manual,0,2,0-1 Miles,39,DE,1
S,F,30000.0,0,2013,0,Partial College,Clerical,1,1,2-5 Miles,39,FR,0
S,M,60000.0,3,2011,2,Bachelors,Professional,1,2,5-10 Miles,49,AU,1
S,F,20000.0,0,2013,0,Partial High School,Manual,0,2,1-2 Miles,32,FR,0
S,M,20000.0,0,2013,0,Partial High School,Manual,1,2,1-2 Miles,33,GB,0
S,M,30000.0,0,2013,0,High School,Manual,0,1,1-2 Miles,34,GB,0
M,F,40000.0,1,2013,1,Bachelors,Skilled Manual,1,0,1-2 Miles,38,GB,0
S,M,30000.0,0,2013,0,High School,Manual,0,1,1-2 Miles,34,DE,0
S,M,30000.0,0,2013,0,High School,Manual,0,1,2-5 Miles,34,FR,0
M,M,40000.0,1,2012,1,Bachelors,Skilled Manual,1,0,1-2 Miles,39,FR,1
M,F,40000.0,1,2012,1,Bachelors,Skilled Manual,1,0,1-2 Miles,34,FR,1
M,F,40000.0,1,2012,1,Bachelors,Skilled Manual,1,0,1-2 Miles,39,DE,1
S,F,30000.0,0,2011,0,High School,Manual,0,1,1-2 Miles,40,GB,1
M,M,40000.0,1,2012,1,Bachelors,Skilled Manual,1,1,0-1 Miles,35,FR,1
S,M,40000.0,2,2012,2,Partial College,Clerical,1,0,0-1 Miles,35,DE,1
M,M,40000.0,2,2011,2,Partial College,Clerical,0,0,0-1 Miles,40,GB,1
S,F,10000.0,0,2013,0,Partial High School,Manual,1,2,1-2 Miles,36,DE,0
S,F,10000.0,0,2013,0,Partial High School,Manual,0,2,1-2 Miles,41,FR,0
S,M,20000.0,0,2011,0,Partial High School,Manual,1,2,1-2 Miles,41,GB,1
S,F,20000.0,0,2011,0,Partial High School,Manual,0,2,1-2 Miles,41,GB,1
S,M,20000.0,0,2013,0,Partial High School,Manual,0,2,0-1 Miles,42,FR,0
M,M,20000.0,0,2011,0,Partial High School,Manual,0,2,0-1 Miles,36,GB,1
S,M,30000.0,0,2012,0,High School,Manual,0,1,2-5 Miles,35,DE,1
S,F,40000.0,2,2011,2,Partial College,Clerical,1,0,1-2 Miles,42,GB,1
S,M,40000.0,2,2011,2,Partial College,Clerical,1,0,1-2 Miles,42,GB,1
S,M,40000.0,2,2013,2,Partial College,Clerical,1,1,1-2 Miles,41,DE,0
S,M,40000.0,2,2011,2,Partial College,Clerical,1,2,0-1 Miles,42,GB,1
S,F,40000.0,2,2013,2,Partial College,Clerical,1,2,1-2 Miles,36,GB,0
S,M,40000.0,3,2013,3,Partial College,Clerical,1,2,1-2 Miles,39,CA,0
S,M,40000.0,3,2013,3,Partial College,Clerical,1,2,1-2 Miles,38,US,0
S,F,40000.0,0,2013,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,38,CA,0
S,F,40000.0,3,2013,3,Partial College,Clerical,1,2,1-2 Miles,37,CA,0
S,M,40000.0,4,2013,4,Partial College,Clerical,1,1,0-1 Miles,37,CA,0
M,M,50000.0,1,2013,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,82,US,0
M,F,40000.0,1,2013,0,Bachelors,Skilled Manual,1,1,0-1 Miles,81,US,0
S,F,60000.0,0,2013,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,46,CA,0
S,M,60000.0,0,2013,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,46,CA,0
S,F,60000.0,0,2013,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,46,CA,0
S,F,60000.0,0,2013,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,46,US,0
M,F,30000.0,1,2013,0,Bachelors,Skilled Manual,1,1,5-10 Miles,54,US,0
M,M,30000.0,1,2013,0,Bachelors,Skilled Manual,1,1,1-2 Miles,59,CA,0
M,M,30000.0,1,2013,0,Bachelors,Skilled Manual,1,1,2-5 Miles,54,US,0
S,F,20000.0,3,2013,0,Partial High School,Manual,1,2,1-2 Miles,42,CA,1
S,F,20000.0,3,2013,0,Partial High School,Manual,0,2,1-2 Miles,52,CA,1
M,M,30000.0,1,2013,0,High School,Clerical,1,1,2-5 Miles,53,US,0
M,F,30000.0,1,2011,0,High School,Clerical,1,1,2-5 Miles,58,US,1
M,F,30000.0,1,2011,0,High School,Clerical,1,1,2-5 Miles,41,US,1
M,F,40000.0,1,2013,0,Partial College,Clerical,1,1,0-1 Miles,58,US,0
M,M,40000.0,1,2013,0,Partial College,Clerical,1,1,0-1 Miles,57,US,0
M,M,40000.0,1,2013,0,Partial College,Clerical,1,1,1-2 Miles,57,CA,0
M,F,40000.0,1,2013,0,Partial College,Clerical,1,1,0-1 Miles,57,CA,0
M,F,40000.0,1,2013,0,Partial College,Clerical,1,1,0-1 Miles,40,US,0
M,M,80000.0,5,2011,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,46,US,1
M,M,40000.0,1,2013,0,Partial College,Clerical,1,1,0-1 Miles,56,CA,1
M,F,40000.0,1,2013,0,Partial College,Clerical,1,1,1-2 Miles,57,US,0
M,F,40000.0,1,2011,0,Partial College,Clerical,1,1,0-1 Miles,57,US,1
M,F,40000.0,1,2013,0,Partial College,Clerical,1,1,1-2 Miles,45,CA,1
M,F,40000.0,1,2013,0,Partial College,Clerical,1,1,1-2 Miles,56,US,0
M,F,40000.0,1,2011,0,Partial College,Clerical,1,1,1-2 Miles,50,US,1
M,M,40000.0,1,2011,0,Partial College,Clerical,1,1,1-2 Miles,55,US,1
M,M,40000.0,1,2013,0,Partial College,Clerical,1,1,1-2 Miles,55,CA,0
M,F,40000.0,1,2011,0,Partial College,Clerical,1,1,0-1 Miles,56,US,1
M,F,40000.0,1,2013,0,Partial College,Clerical,1,1,1-2 Miles,55,US,0
M,F,40000.0,1,2013,0,Partial College,Clerical,1,1,1-2 Miles,50,US,0
S,M,60000.0,4,2011,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,54,US,1
M,M,60000.0,4,2011,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,54,US,1
M,M,60000.0,4,2011,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,49,US,1
M,M,60000.0,4,2011,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,54,US,1
S,F,60000.0,4,2011,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,53,US,1
M,M,60000.0,4,2011,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,48,US,1
S,M,60000.0,4,2011,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,48,US,1
S,M,60000.0,4,2011,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,53,US,1
S,M,20000.0,1,2013,1,Partial College,Manual,0,0,0-1 Miles,38,GB,0
M,F,20000.0,1,2013,1,Partial College,Manual,1,1,2-5 Miles,45,FR,0
M,M,30000.0,1,2013,0,Bachelors,Clerical,1,0,1-2 Miles,39,DE,0
M,M,30000.0,1,2013,0,Bachelors,Clerical,1,0,0-1 Miles,44,FR,0
M,F,30000.0,1,2012,1,Bachelors,Clerical,1,0,2-5 Miles,44,FR,1
M,F,40000.0,0,2012,0,Graduate Degree,Clerical,1,0,0-1 Miles,39,FR,1
S,M,40000.0,0,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,44,GB,1
M,F,40000.0,0,2011,0,Bachelors,Clerical,1,0,0-1 Miles,38,GB,1
S,F,40000.0,0,2012,0,Bachelors,Clerical,1,0,0-1 Miles,39,GB,1
S,M,10000.0,3,2013,3,High School,Manual,1,1,0-1 Miles,40,FR,0
S,M,20000.0,1,2014,1,Partial College,Manual,0,1,1-2 Miles,45,DE,0
M,F,20000.0,1,2013,1,Partial College,Manual,1,1,2-5 Miles,45,GB,0
S,F,10000.0,4,2013,0,High School,Manual,1,2,0-1 Miles,86,FR,0
M,F,40000.0,1,2013,0,Bachelors,Clerical,1,0,0-1 Miles,81,GB,0
M,M,20000.0,1,2013,1,Partial College,Manual,1,1,2-5 Miles,45,GB,0
S,F,30000.0,1,2013,1,Bachelors,Clerical,0,0,1-2 Miles,46,GB,0
S,M,30000.0,1,2013,1,Bachelors,Clerical,0,0,0-1 Miles,45,GB,0
S,M,30000.0,1,2013,1,Bachelors,Clerical,0,1,0-1 Miles,39,DE,0
S,F,30000.0,1,2013,1,Bachelors,Clerical,0,1,1-2 Miles,40,GB,0
S,F,10000.0,5,2012,5,Partial High School,Manual,1,2,0-1 Miles,46,DE,1
M,M,20000.0,1,2013,1,High School,Manual,1,1,2-5 Miles,46,DE,0
S,M,20000.0,1,2013,1,High School,Manual,0,1,2-5 Miles,47,GB,0
S,M,20000.0,1,2012,1,High School,Manual,0,2,0-1 Miles,46,DE,1
S,M,20000.0,2,2013,2,High School,Manual,1,0,0-1 Miles,46,GB,0
M,F,40000.0,0,2013,0,Bachelors,Clerical,1,0,0-1 Miles,45,FR,0
M,F,40000.0,0,2013,0,Bachelors,Clerical,1,0,0-1 Miles,39,DE,0
S,F,20000.0,2,2012,2,High School,Manual,1,0,0-1 Miles,46,GB,1
M,M,30000.0,1,2013,1,Bachelors,Clerical,1,1,2-5 Miles,41,GB,0
M,F,30000.0,1,2012,1,Bachelors,Skilled Manual,1,2,0-1 Miles,47,DE,1
M,M,30000.0,1,2012,1,Bachelors,Skilled Manual,1,2,0-1 Miles,46,FR,1
M,M,30000.0,1,2012,1,Bachelors,Skilled Manual,1,2,0-1 Miles,41,FR,1
S,F,20000.0,2,2013,2,High School,Manual,1,1,0-1 Miles,41,GB,0
S,F,20000.0,2,2013,2,High School,Manual,1,1,0-1 Miles,47,GB,0
S,M,20000.0,2,2012,2,High School,Manual,1,2,0-1 Miles,47,GB,1
M,M,30000.0,1,2012,1,Bachelors,Skilled Manual,1,2,0-1 Miles,48,FR,1
M,F,30000.0,1,2012,1,Bachelors,Skilled Manual,1,2,0-1 Miles,47,FR,1
S,F,10000.0,3,2012,2,Partial High School,Manual,1,2,0-1 Miles,48,FR,1
S,M,20000.0,3,2013,3,High School,Manual,1,1,0-1 Miles,37,GB,0
M,M,30000.0,1,2013,0,Bachelors,Skilled Manual,1,1,2-5 Miles,79,GB,0
M,F,40000.0,0,2013,0,Bachelors,Professional,1,0,0-1 Miles,46,FR,0
S,F,30000.0,2,2012,2,Partial College,Clerical,1,0,0-1 Miles,44,FR,1
S,F,30000.0,2,2012,2,Partial College,Clerical,1,0,0-1 Miles,47,FR,1
M,M,40000.0,1,2013,0,Bachelors,Skilled Manual,1,0,0-1 Miles,47,DE,0
M,F,40000.0,1,2014,0,Bachelors,Skilled Manual,1,0,0-1 Miles,42,GB,0
M,M,40000.0,1,2013,0,Bachelors,Skilled Manual,1,0,0-1 Miles,47,GB,0
S,M,30000.0,2,2012,2,Partial College,Clerical,1,2,0-1 Miles,42,FR,1
M,F,30000.0,2,2012,2,Partial College,Clerical,0,2,0-1 Miles,48,FR,1
M,F,40000.0,1,2013,0,Bachelors,Skilled Manual,1,0,0-1 Miles,43,GB,0
S,F,30000.0,2,2012,2,Partial College,Clerical,1,2,0-1 Miles,38,FR,1
S,F,30000.0,3,2011,3,Partial College,Clerical,1,0,0-1 Miles,49,FR,1
S,M,20000.0,0,2011,0,High School,Manual,0,1,2-5 Miles,34,FR,1
S,M,20000.0,0,2011,0,High School,Manual,1,1,2-5 Miles,35,FR,1
S,M,20000.0,4,2013,4,High School,Manual,1,2,0-1 Miles,33,FR,0
S,M,20000.0,5,2013,5,High School,Manual,1,3,0-1 Miles,33,DE,0
M,M,40000.0,1,2013,0,Bachelors,Skilled Manual,1,0,0-1 Miles,49,GB,0
S,F,30000.0,3,2014,3,Partial College,Clerical,1,2,0-1 Miles,35,FR,0
S,F,30000.0,3,2012,3,Partial College,Clerical,1,3,0-1 Miles,34,DE,1
S,F,20000.0,0,2011,0,High School,Manual,0,1,1-2 Miles,35,FR,1
S,F,30000.0,0,2013,0,Partial College,Clerical,0,1,2-5 Miles,35,FR,0
S,M,30000.0,0,2011,0,Partial College,Clerical,1,1,2-5 Miles,35,FR,1
S,M,30000.0,0,2013,0,Partial College,Clerical,0,1,2-5 Miles,35,DE,0
S,M,30000.0,0,2012,0,Partial College,Clerical,0,1,0-1 Miles,36,GB,1
S,M,30000.0,0,2012,0,Partial College,Clerical,1,1,2-5 Miles,35,GB,1
S,F,20000.0,0,2012,0,High School,Manual,0,1,1-2 Miles,36,DE,1
S,F,10000.0,0,2011,0,Partial High School,Manual,0,2,0-1 Miles,32,FR,1
S,M,20000.0,0,2011,0,High School,Manual,1,1,2-5 Miles,32,FR,1
S,M,20000.0,0,2013,0,High School,Manual,0,1,5-10 Miles,36,FR,0
S,M,30000.0,0,2012,0,Partial College,Clerical,0,1,0-1 Miles,36,GB,1
S,M,30000.0,0,2012,0,Partial College,Clerical,0,1,0-1 Miles,37,GB,1
M,M,20000.0,0,2011,0,Partial High School,Manual,0,1,2-5 Miles,33,FR,1
S,M,20000.0,0,2012,0,Partial High School,Manual,0,2,0-1 Miles,32,GB,1
S,F,30000.0,0,2012,0,Partial College,Clerical,0,1,0-1 Miles,37,DE,1
S,F,30000.0,0,2012,0,Partial College,Clerical,0,1,2-5 Miles,37,DE,1
M,M,40000.0,1,2012,1,Bachelors,Skilled Manual,1,0,1-2 Miles,37,GB,1
M,F,40000.0,1,2012,1,Bachelors,Skilled Manual,1,0,1-2 Miles,37,GB,1
S,M,60000.0,4,2011,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,53,US,1
M,M,60000.0,4,2013,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,53,CA,1
